Base Name,Base ID,Table Name,Table ID,Field Name,Field Type
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📊 Command Center · Metrics Tracker,tblJ7z2beo9ZGYLMB,📛 Errors/Fallbacks,number
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📊 Command Center · Metrics Tracker,tblJ7z2beo9ZGYLMB,📊 Engagement Score,number
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📊 Command Center · Metrics Tracker,tblJ7z2beo9ZGYLMB,📣 Notifications Sent,number
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📊 Command Center · Metrics Tracker,tblJ7z2beo9ZGYLMB,🎤 VoiceBot Used,checkbox
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📊 Command Center · Metrics Tracker,tblJ7z2beo9ZGYLMB,✍️ Transcription Enabled,checkbox
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📊 Command Center · Metrics Tracker,tblJ7z2beo9ZGYLMB,😃 Avg Sentiment Score,number
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📊 Command Center · Metrics Tracker,tblJ7z2beo9ZGYLMB,🧠 Summary Generated,checkbox
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📊 Command Center · Metrics Tracker,tblJ7z2beo9ZGYLMB,🗂 RAG Accessed,checkbox
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📊 Command Center · Metrics Tracker,tblJ7z2beo9ZGYLMB,🔄 CRM Synced,checkbox
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📊 Command Center · Metrics Tracker,tblJ7z2beo9ZGYLMB,📄 Docs Retrieved,number
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📊 Command Center · Metrics Tracker,tblJ7z2beo9ZGYLMB,✅ Completed,checkbox
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📊 Command Center · Metrics Tracker,tblJ7z2beo9ZGYLMB,📝 Notes,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📊 Command Center · Metrics Tracker,tblJ7z2beo9ZGYLMB,🟢 System Status,singleLineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📊 Command Center · Metrics Tracker,tblJ7z2beo9ZGYLMB,⚙️ Make Webhooks Processed,number
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📊 Command Center · Metrics Tracker,tblJ7z2beo9ZGYLMB,📆 Last Activity Timestamp,dateTime
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📊 Command Center · Metrics Tracker,tblJ7z2beo9ZGYLMB,🔗 QA Integration Logs,singleLineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📊 Command Center · Metrics Tracker,tblJ7z2beo9ZGYLMB,📅 Test Date (from 🔗 QA Integration Logs),dateTime
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📊 Command Center · Metrics Tracker,tblJ7z2beo9ZGYLMB,✅ Pass/Fail (from 🔗 QA Integration Logs),checkbox
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📊 Command Center · Metrics Tracker,tblJ7z2beo9ZGYLMB,🐞 Errors Observed (from 🔗 QA Integration Logs),multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📊 Command Center · Metrics Tracker,tblJ7z2beo9ZGYLMB,📤 Output Data Populated (from 🔗 QA Integration Logs),checkbox
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📊 Command Center · Metrics Tracker,tblJ7z2beo9ZGYLMB,🗃️ Record Created? (from 🔗 QA Integration Logs),checkbox
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📊 Command Center · Metrics Tracker,tblJ7z2beo9ZGYLMB,🔁 Retry Attempted? (from 🔗 QA Integration Logs),checkbox
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📊 Command Center · Metrics Tracker,tblJ7z2beo9ZGYLMB,🧠 Notes / Debug (from 🔗 QA Integration Logs),multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📊 Command Center · Metrics Tracker,tblJ7z2beo9ZGYLMB,🧑‍💻 QA Owner (from 🔗 QA Integration Logs),singleSelect
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📊 Command Center · Metrics Tracker,tblJ7z2beo9ZGYLMB,⚙️ Function,singleLineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📊 Command Center · Metrics Tracker,tblJ7z2beo9ZGYLMB,📍 Dashboard,singleSelect
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧪 Integration QA Tracker,tblMpejPhgo7BdPTX,🔧 Integration Name,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧪 Integration QA Tracker,tblMpejPhgo7BdPTX,🧩 Module Type,singleSelect
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧪 Integration QA Tracker,tblMpejPhgo7BdPTX,📅 Test Date,date
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧪 Integration QA Tracker,tblMpejPhgo7BdPTX,🧪 Test Scenario,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧪 Integration QA Tracker,tblMpejPhgo7BdPTX,✅ Pass/Fail,singleSelect
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧪 Integration QA Tracker,tblMpejPhgo7BdPTX,🐞 Errors Observed,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧪 Integration QA Tracker,tblMpejPhgo7BdPTX,📤 Output Data Populated,singleSelect
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧪 Integration QA Tracker,tblMpejPhgo7BdPTX,🗃️ Record Created?,singleSelect
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧪 Integration QA Tracker,tblMpejPhgo7BdPTX,🔁 Retry Attempted?,singleSelect
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧪 Integration QA Tracker,tblMpejPhgo7BdPTX,🧠 Notes / Debug,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧪 Integration QA Tracker,tblMpejPhgo7BdPTX,🧑‍💻 QA Owner,singleSelect
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧪 Integration QA Tracker,tblMpejPhgo7BdPTX,📂 Related Scenario Link,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧪 Integration Test Log,tbly0fjE2M5uHET9X,🔧 Integration Name,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧪 Integration Test Log,tbly0fjE2M5uHET9X,✅ Pass/Fail,singleSelect
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧪 Integration Test Log,tbly0fjE2M5uHET9X,🧠 Notes / Debug,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧪 Integration Test Log,tbly0fjE2M5uHET9X,📅 Test Date,dateTime
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧪 Integration Test Log,tbly0fjE2M5uHET9X,🧑‍💻 QA Owner,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧪 Integration Test Log,tbly0fjE2M5uHET9X,📤 Output Data Populated,checkbox
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧪 Integration Test Log,tbly0fjE2M5uHET9X,🗃️ Record Created?,checkbox
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧪 Integration Test Log,tbly0fjE2M5uHET9X,🔁 Retry Attempted?,checkbox
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧪 Integration Test Log,tbly0fjE2M5uHET9X,🧩 Module Type,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧪 Integration Test Log,tbly0fjE2M5uHET9X,📂 Related Scenario Link,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,✅ Completed Integration QA,tbljcu0JE20SQqvUf,🔧 Integration Name,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,✅ Completed Integration QA,tbljcu0JE20SQqvUf,🧩 Module Type,singleSelect
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,✅ Completed Integration QA,tbljcu0JE20SQqvUf,📅 Test Date,date
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,✅ Completed Integration QA,tbljcu0JE20SQqvUf,✅ Pass/Fail,checkbox
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,✅ Completed Integration QA,tbljcu0JE20SQqvUf,🧠 Notes / Debug,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,✅ Completed Integration QA,tbljcu0JE20SQqvUf,🧑‍💻 QA Owner,singleSelect
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,✅ Completed Integration QA,tbljcu0JE20SQqvUf,📤 Output Data Populated,checkbox
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,✅ Completed Integration QA,tbljcu0JE20SQqvUf,🗃️ Record Created?,checkbox
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,✅ Completed Integration QA,tbljcu0JE20SQqvUf,🔁 Retry Attempted?,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,✅ Completed Integration QA,tbljcu0JE20SQqvUf,📂 Related Scenario Link,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧪 Integration Test Log 2,tblmaP2sOgowTkmGI,🔧 Integration Name,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧪 Integration Test Log 2,tblmaP2sOgowTkmGI,✅ Pass/Fail,singleSelect
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧪 Integration Test Log 2,tblmaP2sOgowTkmGI,🧠 Notes / Debug,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧪 Integration Test Log 2,tblmaP2sOgowTkmGI,📅 Test Date,date
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧪 Integration Test Log 2,tblmaP2sOgowTkmGI,🧑‍💻 QA Owner,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧪 Integration Test Log 2,tblmaP2sOgowTkmGI,📤 Output Data Populated,checkbox
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧪 Integration Test Log 2,tblmaP2sOgowTkmGI,🗃️ Record Created?,checkbox
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧪 Integration Test Log 2,tblmaP2sOgowTkmGI,🔁 Retry Attempted?,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧪 Integration Test Log 2,tblmaP2sOgowTkmGI,🧩 Module Type,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧪 Integration Test Log 2,tblmaP2sOgowTkmGI,📂 Related Scenario Link,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧠 Client Instances,tblCmBeyaJg9S1kPd,🧾 Client Name,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧠 Client Instances,tblCmBeyaJg9S1kPd,📧 Email,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧠 Client Instances,tblCmBeyaJg9S1kPd,📦 Render ID,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧠 Client Instances,tblCmBeyaJg9S1kPd,📦 Render URL,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧠 Client Instances,tblCmBeyaJg9S1kPd,📊 Airtable Base ID,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧠 Client Instances,tblCmBeyaJg9S1kPd,🔔 Slack Webhook,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧠 Client Instances,tblCmBeyaJg9S1kPd,📅 Last Deploy,date
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧠 Client Instances,tblCmBeyaJg9S1kPd,👀 Demo Views,number
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧠 Client Instances,tblCmBeyaJg9S1kPd,💥 Errors,number
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧠 Client Instances,tblCmBeyaJg9S1kPd,✅ Features Enabled,multipleSelects
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧲 Leads - Intake,tblZhtHGNNRncYG9v,🧲 Lead ID,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧲 Leads - Intake,tblZhtHGNNRncYG9v,🧾 Client Name,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧲 Leads - Intake,tblZhtHGNNRncYG9v,👤 Lead Name,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧲 Leads - Intake,tblZhtHGNNRncYG9v,📞 Phone,number
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧲 Leads - Intake,tblZhtHGNNRncYG9v,✉️ Email,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧲 Leads - Intake,tblZhtHGNNRncYG9v,🏢 Company,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧲 Leads - Intake,tblZhtHGNNRncYG9v,🌐 Website,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧲 Leads - Intake,tblZhtHGNNRncYG9v,🗓️ Scraped On,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧲 Leads - Intake,tblZhtHGNNRncYG9v,🔁 Source,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧲 Leads - Intake,tblZhtHGNNRncYG9v,📥 CRM Synced,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,🧲 Leads - Intake,tblZhtHGNNRncYG9v,📤 Call Scheduled,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📚 Industry Templates,tblGAn6K4fxtetDb0,🏷️ Industry,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📚 Industry Templates,tblGAn6K4fxtetDb0,📋 QA Questions,singleSelect
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📚 Industry Templates,tblGAn6K4fxtetDb0,💬 Call Script Template,singleSelect
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📚 Industry Templates,tblGAn6K4fxtetDb0,🔑 NLP Keywords,multipleSelects
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📚 Industry Templates,tblGAn6K4fxtetDb0,🧠 GPT Prompt Style,singleSelect
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📚 Industry Templates,tblGAn6K4fxtetDb0,🎙️ Voice Prompts,singleSelect
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📚 Industry Templates,tblGAn6K4fxtetDb0,📥 Intake Fields (JSON),multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📚 Industry Templates,tblGAn6K4fxtetDb0,🛠 Config JSON,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📝 Client Intake,tblR7B9a8z7L5wbUu,🆔 Client ID,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📝 Client Intake,tblR7B9a8z7L5wbUu,🏢 Business Name,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📝 Client Intake,tblR7B9a8z7L5wbUu,👤 Contact Name,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📝 Client Intake,tblR7B9a8z7L5wbUu,📧 Email,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📝 Client Intake,tblR7B9a8z7L5wbUu,📞 Phone,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📝 Client Intake,tblR7B9a8z7L5wbUu,🌐 Website,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📝 Client Intake,tblR7B9a8z7L5wbUu,🏷️ Industry,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📝 Client Intake,tblR7B9a8z7L5wbUu,📍 Location,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📝 Client Intake,tblR7B9a8z7L5wbUu,🎯 Primary Goal,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📝 Client Intake,tblR7B9a8z7L5wbUu,🧠 Bot Type (Voice/Text/Both),multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📝 Client Intake,tblR7B9a8z7L5wbUu,📞 Needs Outbound Calls? (Y/N),multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📝 Client Intake,tblR7B9a8z7L5wbUu,🔗 CRM Integration?,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📝 Client Intake,tblR7B9a8z7L5wbUu,📦 Services Offered (comma-separated),multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📝 Client Intake,tblR7B9a8z7L5wbUu,💡 Notes / Special Requests,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📥 Inbound Call Log,tbldPRZ4nHbtj9opU,📞 Caller Number,phoneNumber
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📥 Inbound Call Log,tbldPRZ4nHbtj9opU,📅 Call Time,dateTime
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📥 Inbound Call Log,tbldPRZ4nHbtj9opU,🎤 VoiceBot Engaged,checkbox
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📥 Inbound Call Log,tbldPRZ4nHbtj9opU,🧠 Transcription,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📥 Inbound Call Log,tbldPRZ4nHbtj9opU,📄 Call Outcome,singleSelect
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📥 Inbound Call Log,tbldPRZ4nHbtj9opU,📅 Callback Scheduled,dateTime
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📥 Inbound Call Log,tbldPRZ4nHbtj9opU,🔁 Callback Attempted?,checkbox
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📥 Inbound Call Log,tbldPRZ4nHbtj9opU,☎️ Callback SID,singleLineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📥 Inbound Call Log,tbldPRZ4nHbtj9opU,📊 Callback Result Summary,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📥 Inbound Call Log,tbldPRZ4nHbtj9opU,📅 Callback Day,formula
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📥 Inbound Call Log,tbldPRZ4nHbtj9opU,🗨️ SMS Reply,singleLineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📅 Calendar Sync Log,tblB92YDxck99T7tr,📅 Event Title,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📅 Calendar Sync Log,tblB92YDxck99T7tr,🕒 Start Time,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📅 Calendar Sync Log,tblB92YDxck99T7tr,⏰ End Time,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📅 Calendar Sync Log,tblB92YDxck99T7tr,🗺 Location,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📅 Calendar Sync Log,tblB92YDxck99T7tr,📝 Notes,multilineText
YoBot® Command Center (Live Ops),appRt8V3tH4g5Z5if,📅 Calendar Sync Log,tblB92YDxck99T7tr,📆 Synced At,multilineText
YoBot® Client CRM,appMbVQJ0n3nWRl1N,📇 Client Bookings,tblGu1ieJO1mtYSkb,🧑 Client Full Name,singleLineText
YoBot® Client CRM,appMbVQJ0n3nWRl1N,📇 Client Bookings,tblGu1ieJO1mtYSkb,📧 Client Email,email
YoBot® Client CRM,appMbVQJ0n3nWRl1N,📇 Client Bookings,tblGu1ieJO1mtYSkb,📱 Client Phone Number,phoneNumber
YoBot® Client CRM,appMbVQJ0n3nWRl1N,📇 Client Bookings,tblGu1ieJO1mtYSkb,🗂️ Booking Type,singleSelect
YoBot® Client CRM,appMbVQJ0n3nWRl1N,📇 Client Bookings,tblGu1ieJO1mtYSkb,📅 Booking Date & Time,dateTime
YoBot® Client CRM,appMbVQJ0n3nWRl1N,📇 Client Bookings,tblGu1ieJO1mtYSkb,📝 Notes,multilineText
YoBot® Client CRM,appMbVQJ0n3nWRl1N,📇 Client Bookings,tblGu1ieJO1mtYSkb,📌 Booking Status,singleSelect
YoBot® Client CRM,appMbVQJ0n3nWRl1N,📇 Client Bookings,tblGu1ieJO1mtYSkb,🔗 Google Calendar Event ID,singleLineText
YoBot® Client CRM,appMbVQJ0n3nWRl1N,📇 Client Bookings,tblGu1ieJO1mtYSkb,🌐 Google Calendar Event URL,url
YoBot® Client CRM,appMbVQJ0n3nWRl1N,🙋 Team Members,tbli9KOJdtoLtrfoX,🆔 Contact ID,number
YoBot® Client CRM,appMbVQJ0n3nWRl1N,🙋 Team Members,tbli9KOJdtoLtrfoX,👤 Full Name,multilineText
YoBot® Client CRM,appMbVQJ0n3nWRl1N,🙋 Team Members,tbli9KOJdtoLtrfoX,📧 Email,multilineText
YoBot® Client CRM,appMbVQJ0n3nWRl1N,🙋 Team Members,tbli9KOJdtoLtrfoX,📞 Phone Number,number
YoBot® Client CRM,appMbVQJ0n3nWRl1N,🙋 Team Members,tbli9KOJdtoLtrfoX,🏢 Company Name,multilineText
YoBot® Client CRM,appMbVQJ0n3nWRl1N,🙋 Team Members,tbli9KOJdtoLtrfoX,🌐 Website,multilineText
YoBot® Client CRM,appMbVQJ0n3nWRl1N,🙋 Team Members,tbli9KOJdtoLtrfoX,🧩 Linked Deals,multilineText
YoBot® Client CRM,appMbVQJ0n3nWRl1N,🙋 Team Members,tbli9KOJdtoLtrfoX,🎫 Linked Tickets,multilineText
YoBot® Client CRM,appMbVQJ0n3nWRl1N,🙋 Team Members,tbli9KOJdtoLtrfoX,👤 Assigned Rep,multipleRecordLinks
YoBot® Client CRM,appMbVQJ0n3nWRl1N,🙋 Team Members,tbli9KOJdtoLtrfoX,🗓️ Date Added,multilineText
YoBot® Client CRM,appMbVQJ0n3nWRl1N,🙋 Team Members,tbli9KOJdtoLtrfoX,📝 Notes,multilineText
YoBot® Client CRM,appMbVQJ0n3nWRl1N,🙋 Team Members,tbli9KOJdtoLtrfoX,🧾 Invoice Tracking,multipleRecordLinks
YoBot® Client CRM,appMbVQJ0n3nWRl1N,📅 Deal Milestones Table,tbllmq9I7cFU2y7Xz,🆔 Quote ID,number
YoBot® Client CRM,appMbVQJ0n3nWRl1N,📅 Deal Milestones Table,tbllmq9I7cFU2y7Xz,🆔 Deal ID,autoNumber
YoBot® Client CRM,appMbVQJ0n3nWRl1N,📅 Deal Milestones Table,tbllmq9I7cFU2y7Xz,🧾 Quote Name,multilineText
YoBot® Client CRM,appMbVQJ0n3nWRl1N,📅 Deal Milestones Table,tbllmq9I7cFU2y7Xz,📅 Date Generated,date
YoBot® Client CRM,appMbVQJ0n3nWRl1N,📅 Deal Milestones Table,tbllmq9I7cFU2y7Xz,📇 Linked Contact,multilineText
YoBot® Client CRM,appMbVQJ0n3nWRl1N,📅 Deal Milestones Table,tbllmq9I7cFU2y7Xz,💼 Package Selected,multilineText
YoBot® Client CRM,appMbVQJ0n3nWRl1N,📅 Deal Milestones Table,tbllmq9I7cFU2y7Xz,🧩 Add-Ons Selected,multilineText
YoBot® Client CRM,appMbVQJ0n3nWRl1N,📅 Deal Milestones Table,tbllmq9I7cFU2y7Xz,💲 One-Time Total,number
YoBot® Client CRM,appMbVQJ0n3nWRl1N,📅 Deal Milestones Table,tbllmq9I7cFU2y7Xz,💵 Monthly Recurring,number
YoBot® Client CRM,appMbVQJ0n3nWRl1N,📅 Deal Milestones Table,tbllmq9I7cFU2y7Xz,📎 Quote File Link,multilineText
YoBot® Client CRM,appMbVQJ0n3nWRl1N,📅 Deal Milestones Table,tbllmq9I7cFU2y7Xz,👤 Created By,singleSelect
YoBot® Client CRM,appMbVQJ0n3nWRl1N,📅 Deal Milestones Table,tbllmq9I7cFU2y7Xz,📝 Notes,multilineText
YoBot® Client CRM,appMbVQJ0n3nWRl1N,📅 Deal Milestones Table,tbllmq9I7cFU2y7Xz,🧾 Invoice Tracking,multipleRecordLinks
YoBot® Client CRM,appMbVQJ0n3nWRl1N,📄 Quote Generator Logs,tbl7tGwUBXiasxAhj,🆔 Quote ID,number
YoBot® Client CRM,appMbVQJ0n3nWRl1N,📄 Quote Generator Logs,tbl7tGwUBXiasxAhj,🧾 Quote Name,multilineText
YoBot® Client CRM,appMbVQJ0n3nWRl1N,📄 Quote Generator Logs,tbl7tGwUBXiasxAhj,📅 Date Generated,date
YoBot® Client CRM,appMbVQJ0n3nWRl1N,📄 Quote Generator Logs,tbl7tGwUBXiasxAhj,📇 Linked Contact,multilineText
YoBot® Client CRM,appMbVQJ0n3nWRl1N,📄 Quote Generator Logs,tbl7tGwUBXiasxAhj,💼 Package Selected,multilineText
YoBot® Client CRM,appMbVQJ0n3nWRl1N,📄 Quote Generator Logs,tbl7tGwUBXiasxAhj,🧩 Add-Ons Selected,multilineText
YoBot® Client CRM,appMbVQJ0n3nWRl1N,📄 Quote Generator Logs,tbl7tGwUBXiasxAhj,💲 One-Time Total,number
YoBot® Client CRM,appMbVQJ0n3nWRl1N,📄 Quote Generator Logs,tbl7tGwUBXiasxAhj,💵 Monthly Recurring,number
YoBot® Client CRM,appMbVQJ0n3nWRl1N,📄 Quote Generator Logs,tbl7tGwUBXiasxAhj,📎 Quote File Link,multilineText
YoBot® Client CRM,appMbVQJ0n3nWRl1N,📄 Quote Generator Logs,tbl7tGwUBXiasxAhj,👤 Created By,singleSelect
YoBot® Client CRM,appMbVQJ0n3nWRl1N,📄 Quote Generator Logs,tbl7tGwUBXiasxAhj,📝 Notes,multilineText
YoBot® Client CRM,appMbVQJ0n3nWRl1N,📄 Quote Generator Logs,tbl7tGwUBXiasxAhj,🧍 Contact Name (Text),formula
YoBot® Client CRM,appMbVQJ0n3nWRl1N,📇 CRM Contacts,tblFr3oS4IUFld0d1,🆔 Contact ID,number
YoBot® Client CRM,appMbVQJ0n3nWRl1N,📇 CRM Contacts,tblFr3oS4IUFld0d1,👤 Full Name,multilineText
YoBot® Client CRM,appMbVQJ0n3nWRl1N,📇 CRM Contacts,tblFr3oS4IUFld0d1,📧 Email,multilineText
YoBot® Client CRM,appMbVQJ0n3nWRl1N,📇 CRM Contacts,tblFr3oS4IUFld0d1,📞 Phone Number,number
YoBot® Client CRM,appMbVQJ0n3nWRl1N,📇 CRM Contacts,tblFr3oS4IUFld0d1,🏢 Company Name,multilineText
YoBot® Client CRM,appMbVQJ0n3nWRl1N,📇 CRM Contacts,tblFr3oS4IUFld0d1,🌐 Website,multilineText
YoBot® Client CRM,appMbVQJ0n3nWRl1N,📇 CRM Contacts,tblFr3oS4IUFld0d1,🧩 Linked Deals,multilineText
YoBot® Client CRM,appMbVQJ0n3nWRl1N,📇 CRM Contacts,tblFr3oS4IUFld0d1,🎫 Linked Tickets,multilineText
YoBot® Client CRM,appMbVQJ0n3nWRl1N,📇 CRM Contacts,tblFr3oS4IUFld0d1,👤 Assigned Rep,multilineText
YoBot® Client CRM,appMbVQJ0n3nWRl1N,📇 CRM Contacts,tblFr3oS4IUFld0d1,🗓️ Date Added,multilineText
