Base Name,Base ID,Table Name,Table ID,Field Name,Field Type
YoBot® Client CRM,appMbVQJ0n3nWRl1N,📇 CRM Contacts,tblFr3oS4IUFld0d1,📝 Notes,multilineText
YoBot® Client CRM,appMbVQJ0n3nWRl1N,📇 CRM Contacts,tblFr3oS4IUFld0d1,🧾 Invoice Tracking,multipleRecordLinks
YoBot® Client CRM,appMbVQJ0n3nWRl1N,📇 CRM Contacts,tblFr3oS4IUFld0d1,💼 Title,singleLineText
YoBot® Client CRM,appMbVQJ0n3nWRl1N,📇 CRM Contacts,tblFr3oS4IUFld0d1,🏷️ Lead Source (Card Scan),singleSelect
YoBot® Client CRM,appMbVQJ0n3nWRl1N,👥 Rep Assignment Tracker,tblXnxtOUhXNA0ZNq,🧑 Rep Name,multilineText
YoBot® Client CRM,appMbVQJ0n3nWRl1N,👥 Rep Assignment Tracker,tblXnxtOUhXNA0ZNq,🔢 Assigned Count,number
YoBot® Client CRM,appMbVQJ0n3nWRl1N,👥 Rep Assignment Tracker,tblXnxtOUhXNA0ZNq,✅ Active,checkbox
YoBot® Client CRM,appMbVQJ0n3nWRl1N,🧾 Invoice Tracking,tblbOh8Fy1tBKEb5k,🧾 Invoice ID,autoNumber
YoBot® Client CRM,appMbVQJ0n3nWRl1N,🧾 Invoice Tracking,tblbOh8Fy1tBKEb5k,📇 Linked Contact,multipleRecordLinks
YoBot® Client CRM,appMbVQJ0n3nWRl1N,🧾 Invoice Tracking,tblbOh8Fy1tBKEb5k,📅 Invoice Date,date
YoBot® Client CRM,appMbVQJ0n3nWRl1N,🧾 Invoice Tracking,tblbOh8Fy1tBKEb5k,📦 Linked Deal,multipleRecordLinks
YoBot® Client CRM,appMbVQJ0n3nWRl1N,🧾 Invoice Tracking,tblbOh8Fy1tBKEb5k,💲 Amount Billed,currency
YoBot® Client CRM,appMbVQJ0n3nWRl1N,🧾 Invoice Tracking,tblbOh8Fy1tBKEb5k,💵 Monthly Fee,currency
YoBot® Client CRM,appMbVQJ0n3nWRl1N,🧾 Invoice Tracking,tblbOh8Fy1tBKEb5k,📅 Due Date,date
YoBot® Client CRM,appMbVQJ0n3nWRl1N,🧾 Invoice Tracking,tblbOh8Fy1tBKEb5k,✅ Paid?,singleSelect
YoBot® Client CRM,appMbVQJ0n3nWRl1N,🧾 Invoice Tracking,tblbOh8Fy1tBKEb5k,📎 Invoice File Link,url
YoBot® Client CRM,appMbVQJ0n3nWRl1N,🧾 Invoice Tracking,tblbOh8Fy1tBKEb5k,🔄 Payment Method,singleSelect
YoBot® Client CRM,appMbVQJ0n3nWRl1N,🧾 Invoice Tracking,tblbOh8Fy1tBKEb5k,👤 Billed By,multipleRecordLinks
YoBot® Client CRM,appMbVQJ0n3nWRl1N,🧾 Invoice Tracking,tblbOh8Fy1tBKEb5k,📝 Notes,multilineText
YoBot® Client CRM,appMbVQJ0n3nWRl1N,🧾 Invoice Tracking,tblbOh8Fy1tBKEb5k,📆 Last Modified,lastModifiedTime
YoBot® Client CRM,appMbVQJ0n3nWRl1N,🧾 Invoice Tracking,tblbOh8Fy1tBKEb5k,👤 Contact Name (Lookup),multipleLookupValues
YoBot® Client CRM,appMbVQJ0n3nWRl1N,🧾 Invoice Tracking,tblbOh8Fy1tBKEb5k,💲 Amount Billed (Number),formula
YoBot® Client CRM,appMbVQJ0n3nWRl1N,🧾 Invoice Tracking,tblbOh8Fy1tBKEb5k,🧍 Contact Name (Text),formula
YoBot® Client CRM,appMbVQJ0n3nWRl1N,🎟️ Support Ticket Summary,tblFTcKVSAAOv5pyQ,Ticket ID,multilineText
YoBot® Client CRM,appMbVQJ0n3nWRl1N,🎟️ Support Ticket Summary,tblFTcKVSAAOv5pyQ,Subject,multilineText
YoBot® Client CRM,appMbVQJ0n3nWRl1N,🎟️ Support Ticket Summary,tblFTcKVSAAOv5pyQ,Requester Name,multilineText
YoBot® Client CRM,appMbVQJ0n3nWRl1N,🎟️ Support Ticket Summary,tblFTcKVSAAOv5pyQ,Requester Email,multilineText
YoBot® Client CRM,appMbVQJ0n3nWRl1N,🎟️ Support Ticket Summary,tblFTcKVSAAOv5pyQ,Status,multilineText
YoBot® Client CRM,appMbVQJ0n3nWRl1N,🎟️ Support Ticket Summary,tblFTcKVSAAOv5pyQ,Priority,multilineText
YoBot® Client CRM,appMbVQJ0n3nWRl1N,🎟️ Support Ticket Summary,tblFTcKVSAAOv5pyQ,Assigned Rep,multilineText
YoBot® Client CRM,appMbVQJ0n3nWRl1N,🎟️ Support Ticket Summary,tblFTcKVSAAOv5pyQ,Summary,multilineText
YoBot® Client CRM,appMbVQJ0n3nWRl1N,🎟️ Support Ticket Summary,tblFTcKVSAAOv5pyQ,Ticket URL,multilineText
YoBot® Client CRM,appMbVQJ0n3nWRl1N,🎟️ Support Ticket Summary,tblFTcKVSAAOv5pyQ,Notes,multilineText
YoBot® Client CRM,appMbVQJ0n3nWRl1N,🎟️ Support Ticket Summary,tblFTcKVSAAOv5pyQ,Created Time,createdTime
YoBot® Client CRM,appMbVQJ0n3nWRl1N,🎟️ Support Ticket Summary,tblFTcKVSAAOv5pyQ,Resolved TIme,date
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧾 Sales Orders,tblmYdOB13Ze9c4aJ,👤 Client Name,multilineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧾 Sales Orders,tblmYdOB13Ze9c4aJ,📧 Email,email
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧾 Sales Orders,tblmYdOB13Ze9c4aJ,🏢 Company Name,multilineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧾 Sales Orders,tblmYdOB13Ze9c4aJ,🤖 Bot Package,multilineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧾 Sales Orders,tblmYdOB13Ze9c4aJ,💵 Price (One-Time) (from Bot Package),multilineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧾 Sales Orders,tblmYdOB13Ze9c4aJ,💸 Monthly Fee (from Bot Package),multilineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧾 Sales Orders,tblmYdOB13Ze9c4aJ,🧩 Selected Add-Ons,multilineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧾 Sales Orders,tblmYdOB13Ze9c4aJ,💵 One-Time Fee,multilineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧾 Sales Orders,tblmYdOB13Ze9c4aJ,📅 Monthly Fee (from Add-Ons),multilineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧾 Sales Orders,tblmYdOB13Ze9c4aJ,Payment Method,multilineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧾 Sales Orders,tblmYdOB13Ze9c4aJ,📝 Notes,multilineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧾 Sales Orders,tblmYdOB13Ze9c4aJ,📌 Status,multilineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧾 Sales Orders,tblmYdOB13Ze9c4aJ,🧾 Invoice ID,multilineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧾 Sales Orders,tblmYdOB13Ze9c4aJ,📅 Requested Start Date,multilineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧾 Sales Orders,tblmYdOB13Ze9c4aJ,📞 Voice Call Log,multipleRecordLinks
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧾 Sales Orders,tblmYdOB13Ze9c4aJ,💳 First Invoice Due,formula
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧾 Sales Orders,tblmYdOB13Ze9c4aJ,💼 Total Package Value,formula
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧾 Sales Orders,tblmYdOB13Ze9c4aJ,📎 Quote PDF Link,url
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧾 Sales Orders,tblmYdOB13Ze9c4aJ,📄 Bot Package Description,multipleLookupValues
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧾 Sales Orders,tblmYdOB13Ze9c4aJ,🤖 Bot Package (Linked),multipleRecordLinks
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧾 Sales Orders,tblmYdOB13Ze9c4aJ,📦 Included Modules (from 🤖 Bot Package (Linked)),multipleLookupValues
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧾 Sales Orders,tblmYdOB13Ze9c4aJ,📌 Project Roadmap Tracker,singleLineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧾 Sales Orders,tblmYdOB13Ze9c4aJ,📌 Project Roadmap Tracker 2,singleLineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧾 Sales Orders,tblmYdOB13Ze9c4aJ,📌 Project Roadmap Tracker 3,multipleRecordLinks
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🤖 Bot Packages,tbl5lPXFQi6jjfHQE,🤖 Package,multilineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🤖 Bot Packages,tbl5lPXFQi6jjfHQE,💵 Price (One-Time),multilineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🤖 Bot Packages,tbl5lPXFQi6jjfHQE,💸 Monthly Fee,number
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🤖 Bot Packages,tbl5lPXFQi6jjfHQE,📦 Included Modules,multilineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🤖 Bot Packages,tbl5lPXFQi6jjfHQE,🧾 Sales Orders,multilineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🤖 Bot Packages,tbl5lPXFQi6jjfHQE,🧾 Sales Orders 2,multilineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🤖 Bot Packages,tbl5lPXFQi6jjfHQE,🧾 Sales Orders 3,multipleRecordLinks
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧩 Add-On Modules,tbl0AnSPzx37knE2V,🧩 Add-On Module,multilineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧩 Add-On Modules,tbl0AnSPzx37knE2V,💵 Price,multilineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧩 Add-On Modules,tbl0AnSPzx37knE2V,📝 Notes,multilineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📞 Voice Call Log,tblun0fG9zWbsUwC8,🔗 Call ID (Auto),autoNumber
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📞 Voice Call Log,tblun0fG9zWbsUwC8,📅 Date & Time,dateTime
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📞 Voice Call Log,tblun0fG9zWbsUwC8,🧑‍💼 Contact Name,singleLineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📞 Voice Call Log,tblun0fG9zWbsUwC8,📞 Phone Number,multilineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📞 Voice Call Log,tblun0fG9zWbsUwC8,🔁 Call Direction,singleSelect
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📞 Voice Call Log,tblun0fG9zWbsUwC8,🎯 Call Type,singleSelect
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📞 Voice Call Log,tblun0fG9zWbsUwC8,🤖 Assigned Bot,singleSelect
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📞 Voice Call Log,tblun0fG9zWbsUwC8,📝 Call Summary,singleSelect
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📞 Voice Call Log,tblun0fG9zWbsUwC8,⏱ Duration (min),number
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📞 Voice Call Log,tblun0fG9zWbsUwC8,📂 Call Recording Link,multilineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📞 Voice Call Log,tblun0fG9zWbsUwC8,📡 Source,singleLineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📞 Voice Call Log,tblun0fG9zWbsUwC8,✅ Outcome,singleSelect
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📞 Voice Call Log,tblun0fG9zWbsUwC8,🔗 Related Deal,multipleRecordLinks
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📞 Voice Call Log,tblun0fG9zWbsUwC8,👤 Assigned Rep,multipleRecordLinks
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📞 Voice Call Log,tblun0fG9zWbsUwC8,🧾 Tally Form Submission ID,dateTime
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📞 Voice Call Log,tblun0fG9zWbsUwC8,⚙️ Logged via,singleSelect
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📞 Voice Call Log,tblun0fG9zWbsUwC8,🧪 QA Tag,checkbox
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📞 Voice Call Log,tblun0fG9zWbsUwC8,🛠 VoiceBot Version,multipleRecordLinks
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📞 Voice Call Log,tblun0fG9zWbsUwC8,🧬 Tone / Voice Style (from 🛠 VoiceBot Version),multipleLookupValues
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📞 Voice Call Log,tblun0fG9zWbsUwC8,📌 Notes / Tags (from 🛠 VoiceBot Version),multipleLookupValues
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📞 Voice Call Log,tblun0fG9zWbsUwC8,🔄 Synced to HubSpot,checkbox
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📞 Voice Call Log,tblun0fG9zWbsUwC8,📊 Included in Botalytics,checkbox
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📞 Voice Call Log,tblun0fG9zWbsUwC8,📁 Transcript Summary (Auto),multilineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📞 Voice Call Log,tblun0fG9zWbsUwC8,🧠 NLP Keywords,multipleSelects
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📞 Voice Call Log,tblun0fG9zWbsUwC8,📈 Call Sentiment,multipleSelects
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📞 Voice Call Log,tblun0fG9zWbsUwC8,🗒️ Notes / Flags,multilineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📞 Voice Call Log,tblun0fG9zWbsUwC8,⏱ Created Time,dateTime
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📞 Voice Call Log,tblun0fG9zWbsUwC8,🧪 Testing Status,multipleLookupValues
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧪 QA Call Review Log,tbldfEoTQr2AwZB5m,🔍 QA Review ID (Auto),autoNumber
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧪 QA Call Review Log,tbldfEoTQr2AwZB5m,📅 Review Date,date
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧪 QA Call Review Log,tbldfEoTQr2AwZB5m,👤 Reviewed By,multipleSelects
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧪 QA Call Review Log,tbldfEoTQr2AwZB5m,📞 Call ID,dateTime
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧪 QA Call Review Log,tbldfEoTQr2AwZB5m,🧪 QA Tag,checkbox
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧪 QA Call Review Log,tbldfEoTQr2AwZB5m,📈 Call Quality Score,number
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧪 QA Call Review Log,tbldfEoTQr2AwZB5m,📝 Reviewer Notes,multilineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧪 QA Call Review Log,tbldfEoTQr2AwZB5m,🧠 NLP Keywords (Call),multipleSelects
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧪 QA Call Review Log,tbldfEoTQr2AwZB5m,📂 Call Recording Link,multilineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧪 QA Call Review Log,tbldfEoTQr2AwZB5m,📊 Sentiment (Call),singleSelect
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧪 QA Call Review Log,tbldfEoTQr2AwZB5m,🎯 Outcome Accuracy,multilineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧪 QA Call Review Log,tbldfEoTQr2AwZB5m,🤖 Bot Handling Accuracy,multilineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧪 QA Call Review Log,tbldfEoTQr2AwZB5m,📁 Transcript Summary,multilineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧪 QA Call Review Log,tbldfEoTQr2AwZB5m,📌 Follow-Up Required,checkbox
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧪 QA Call Review Log,tbldfEoTQr2AwZB5m,🗂️ Linked Deal or Client,dateTime
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧪 QA Call Review Log,tbldfEoTQr2AwZB5m,⏱ Created Time,dateTime
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📋 VoiceBot Script Tracker,tblvDs4fk8r6TTlyL,🧾 Script ID (Auto),number
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📋 VoiceBot Script Tracker,tblvDs4fk8r6TTlyL,🎭 Script Title,singleLineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📋 VoiceBot Script Tracker,tblvDs4fk8r6TTlyL,💬 Use Case,singleSelect
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📋 VoiceBot Script Tracker,tblvDs4fk8r6TTlyL,🗂️ Bot Personality Pack,singleSelect
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📋 VoiceBot Script Tracker,tblvDs4fk8r6TTlyL,📁 Script Type,singleSelect
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📋 VoiceBot Script Tracker,tblvDs4fk8r6TTlyL,📞 Channel,singleSelect
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📋 VoiceBot Script Tracker,tblvDs4fk8r6TTlyL,📝 Script Content,multilineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📋 VoiceBot Script Tracker,tblvDs4fk8r6TTlyL,🧠 NLP Keywords (Expected),multipleSelects
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📋 VoiceBot Script Tracker,tblvDs4fk8r6TTlyL,📈 Usage Frequency,singleSelect
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📋 VoiceBot Script Tracker,tblvDs4fk8r6TTlyL,📊 Performance Rating,number
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📋 VoiceBot Script Tracker,tblvDs4fk8r6TTlyL,🔁 Last Reviewed,date
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📋 VoiceBot Script Tracker,tblvDs4fk8r6TTlyL,👤 Owner,singleSelect
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📋 VoiceBot Script Tracker,tblvDs4fk8r6TTlyL,📂 Script File (Optional),multipleAttachments
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📋 VoiceBot Script Tracker,tblvDs4fk8r6TTlyL,✅ Approved,checkbox
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📋 VoiceBot Script Tracker,tblvDs4fk8r6TTlyL,🧪 Tag for A/B Testing,singleSelect
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📋 VoiceBot Script Tracker,tblvDs4fk8r6TTlyL,📌 Notes,multilineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📋 VoiceBot Script Tracker,tblvDs4fk8r6TTlyL,⏱ Created Time,dateTime
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🎯 Lead Qualification Tracker,tblLEUH3UophHQLhA,🆔 Lead ID (Auto),autoNumber
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🎯 Lead Qualification Tracker,tblLEUH3UophHQLhA,📅 Qualification Date,date
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🎯 Lead Qualification Tracker,tblLEUH3UophHQLhA,🧑‍💼 Contact Name,singleLineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🎯 Lead Qualification Tracker,tblLEUH3UophHQLhA,🏢 Company Name,singleLineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🎯 Lead Qualification Tracker,tblLEUH3UophHQLhA,📞 Phone Number,multilineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🎯 Lead Qualification Tracker,tblLEUH3UophHQLhA,📧 Email Address,email
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🎯 Lead Qualification Tracker,tblLEUH3UophHQLhA,🎯 Qualification Status,number
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🎯 Lead Qualification Tracker,tblLEUH3UophHQLhA,💰 Budget Confirmed,checkbox
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🎯 Lead Qualification Tracker,tblLEUH3UophHQLhA,⏱ Timeline to Buy,singleLineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🎯 Lead Qualification Tracker,tblLEUH3UophHQLhA,🔍 Lead Source,singleSelect
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🎯 Lead Qualification Tracker,tblLEUH3UophHQLhA,🤖 Qualified by Bot,checkbox
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🎯 Lead Qualification Tracker,tblLEUH3UophHQLhA,📋 Notes / Details,multilineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🎯 Lead Qualification Tracker,tblLEUH3UophHQLhA,🔗 Related Deal,dateTime
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🎯 Lead Qualification Tracker,tblLEUH3UophHQLhA,📈 Lead Score,number
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🎯 Lead Qualification Tracker,tblLEUH3UophHQLhA,🧠 Intent Keywords,multipleSelects
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🎯 Lead Qualification Tracker,tblLEUH3UophHQLhA,🧾 Tally Form Submission ID,dateTime
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🎯 Lead Qualification Tracker,tblLEUH3UophHQLhA,👤 Assigned Rep,singleSelect
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🎯 Lead Qualification Tracker,tblLEUH3UophHQLhA,✅ Follow-Up Scheduled,checkbox
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🎯 Lead Qualification Tracker,tblLEUH3UophHQLhA,⏱ Created Time,dateTime
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧠 NLP Keyword Tracker,tbl6jk834KPZZJute,🧠 Keyword ID (Auto),number
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧠 NLP Keyword Tracker,tbl6jk834KPZZJute,🧩 Keyword / Phrase,multilineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧠 NLP Keyword Tracker,tbl6jk834KPZZJute,🗂️ Intent Category,multilineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧠 NLP Keyword Tracker,tbl6jk834KPZZJute,📊 Volume Detected,number
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧠 NLP Keyword Tracker,tbl6jk834KPZZJute,🎯 Match Confidence,number
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧠 NLP Keyword Tracker,tbl6jk834KPZZJute,📞 Sample Call ID,dateTime
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧠 NLP Keyword Tracker,tbl6jk834KPZZJute,📋 Sample Script ID,dateTime
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧠 NLP Keyword Tracker,tbl6jk834KPZZJute,📝 Example Usage,multilineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧠 NLP Keyword Tracker,tbl6jk834KPZZJute,👤 Logged By,multilineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧠 NLP Keyword Tracker,tbl6jk834KPZZJute,🔁 Last Updated,date
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧠 NLP Keyword Tracker,tbl6jk834KPZZJute,🗒️ Notes / Observations,multilineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🧠 NLP Keyword Tracker,tbl6jk834KPZZJute,⏱ Created Time,dateTime
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📁 Call Recording Tracker,tblMFrL1En861OGX2,🔗 Recording ID (Auto),autoNumber
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📁 Call Recording Tracker,tblMFrL1En861OGX2,📅 Call Date,date
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📁 Call Recording Tracker,tblMFrL1En861OGX2,📞 Call ID,singleLineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📁 Call Recording Tracker,tblMFrL1En861OGX2,🧾 Recording URL,url
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📁 Call Recording Tracker,tblMFrL1En861OGX2,🗂️ Storage Location,singleSelect
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📁 Call Recording Tracker,tblMFrL1En861OGX2,🔐 Privacy Level,singleSelect
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📁 Call Recording Tracker,tblMFrL1En861OGX2,⏱ Duration (min),number
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📁 Call Recording Tracker,tblMFrL1En861OGX2,📂 Transcript Attached,checkbox
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📁 Call Recording Tracker,tblMFrL1En861OGX2,🧠 Keywords Extracted,checkbox
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📁 Call Recording Tracker,tblMFrL1En861OGX2,👤 Logged By,singleSelect
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📁 Call Recording Tracker,tblMFrL1En861OGX2,🗒️ Notes,multilineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📁 Call Recording Tracker,tblMFrL1En861OGX2,⏱ Created Time,dateTime
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📊 Call Sentiment Log,tblfKCV5fE4qdvWu5,📊 Sentiment Log ID (Auto),autoNumber
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📊 Call Sentiment Log,tblfKCV5fE4qdvWu5,📅 Call Date,date
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📊 Call Sentiment Log,tblfKCV5fE4qdvWu5,📞 Call ID,singleLineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📊 Call Sentiment Log,tblfKCV5fE4qdvWu5,😊 Sentiment Rating,singleSelect
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📊 Call Sentiment Log,tblfKCV5fE4qdvWu5,📈 Confidence Score,number
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📊 Call Sentiment Log,tblfKCV5fE4qdvWu5,🧠 Sentiment Keywords,multipleSelects
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📊 Call Sentiment Log,tblfKCV5fE4qdvWu5,🤖 Generated By,singleSelect
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📊 Call Sentiment Log,tblfKCV5fE4qdvWu5,👤 Reviewed By,singleSelect
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📊 Call Sentiment Log,tblfKCV5fE4qdvWu5,🗒️ Review Notes,multilineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📊 Call Sentiment Log,tblfKCV5fE4qdvWu5,📌 Escalation Flag,checkbox
YoBot® Sales & Automation,appe0OSJtB1In1kn5,📊 Call Sentiment Log,tblfKCV5fE4qdvWu5,⏱ Created Time,dateTime
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🚨 Escalation Tracker,tbl4Qj8m4qlP1ZMHE,🚨 Escalation ID (Auto),autoNumber
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🚨 Escalation Tracker,tbl4Qj8m4qlP1ZMHE,📅 Escalation Date,date
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🚨 Escalation Tracker,tbl4Qj8m4qlP1ZMHE,📞 Call ID,singleLineText
YoBot® Sales & Automation,appe0OSJtB1In1kn5,🚨 Escalation Tracker,tbl4Qj8m4qlP1ZMHE,🧑‍💼 Contact Name,singleLineText
